r030,txt,rate,cc,exchangedate
962,Платина,30724.16,XPT,09.01.2021
964,Паладій,68959.16,XPD,09.01.2021
36,Австралійський долар,21.8659,AUD,10.01.2021
124,Канадський долар,22.261,CAD,10.01.2021
156,Юань Женьміньбі,4.3944,CNY,10.01.2021
191,Куна,4.6098,HRK,10.01.2021
203,Чеська крона,1.3286,CZK,10.01.2021
208,Данська крона,4.6847,DKK,10.01.2021
344,Гонконгівський долар,3.6635,HKD,10.01.2021
348,Форинт,0.096763,HUF,10.01.2021
356,Індійська рупія,0.38811,INR,10.01.2021
360,Рупія,0.0020407,IDR,10.01.2021
376,Новий ізраїльський шекель,8.8703,ILS,10.01.2021
392,Єна,0.27601,JPY,10.01.2021
398,Теньге,0.067419,KZT,10.01.2021
410,Вона,0.026129,KRW,10.01.2021
484,Мексиканське песо,1.4151,MXN,10.01.2021
498,Молдовський лей,1.6524,MDL,10.01.2021
554,Новозеландський долар,20.4429,NZD,10.01.2021
578,Норвезька крона,3.3299,NOK,10.01.2021
643,Російський рубль,0.37951,RUB,10.01.2021
682,Саудівський ріял,7.5711,SAR,10.01.2021
702,Сінгапурський долар,21.5336,SGD,10.01.2021
710,Ренд,1.8893,ZAR,10.01.2021
752,Шведська крона,3.4668,SEK,10.01.2021
756,Швейцарський франк,32.2594,CHF,10.01.2021
818,Єгипетський фунт,1.811,EGP,10.01.2021
826,Фунт стерлінгів,38.5568,GBP,10.01.2021
840,Долар США,28.4028,USD,10.01.2021
933,Білоруський рубль,10.9651,BYN,10.01.2021
944,Азербайджанський манат,16.7183,AZN,10.01.2021
946,Румунський лей,7.1542,RON,10.01.2021
949,Турецька ліра,3.8424,TRY,10.01.2021
960,СПЗ (спеціальні права запозичення),41.0897,XDR,10.01.2021
975,Болгарський лев,17.8119,BGN,10.01.2021
978,Євро,34.846,EUR,10.01.2021
985,Злотий,7.6607,PLN,10.01.2021
12,Алжирський динар,0.21416,DZD,10.01.2021
50,Така,0.33343,BDT,10.01.2021
51,Вірменський драм,0.054105,AMD,10.01.2021
364,Іранський ріал,0.0006732,IRR,10.01.2021
368,Іракський динар,0.019366,IQD,10.01.2021
417,Сом,0.3421,KGS,10.01.2021
422,Ліванський фунт,0.018756,LBP,10.01.2021
434,Лівійський динар,21.1383,LYD,10.01.2021
458,Малайзійський ринггіт,7.0047,MYR,10.01.2021
504,Марокканський дирхам,3.1763,MAD,10.01.2021
704,Донг,0.0012244,VND,10.01.2021
764,Бат,0.9445,THB,10.01.2021
784,Дирхам ОАЕ,7.698,AED,10.01.2021
788,Туніський динар,10.5192,TND,10.01.2021
860,Узбецький сум,0.0026988,UZS,10.01.2021
901,Новий тайванський долар,1.006,TWD,10.01.2021
934,Туркменський новий манат,8.0785,TMT,10.01.2021
936,Ганське седі,4.8198,GHS,10.01.2021
941,Сербський динар,0.29536,RSD,10.01.2021
972,Сомоні,2.5022,TJS,10.01.2021
981,Ларі,8.6366,GEL,10.01.2021
986,Бразильський реал,5.4505,BRL,10.01.2021
959,Золото,55324.39,XAU,10.01.2021
961,Срібло,777.81,XAG,10.01.2021
962,Платина,30724.16,XPT,10.01.2021
964,Паладій,68959.16,XPD,10.01.2021
36,Австралійський долар,22.0522,AUD,11.01.2021
124,Канадський долар,22.3109,CAD,11.01.2021
156,Юань Женьміньбі,4.3822,CNY,11.01.2021
191,Куна,4.6181,HRK,11.01.2021
203,Чеська крона,1.3348,CZK,11.01.2021
208,Данська крона,4.6927,DKK,11.01.2021
344,Гонконгівський долар,3.6481,HKD,11.01.2021
348,Форинт,0.097453,HUF,11.01.2021
356,Індійська рупія,0.38687,INR,11.01.2021
360,Рупія,0.0020349,IDR,11.01.2021
376,Новий ізраїльський шекель,8.8862,ILS,11.01.2021
392,Єна,0.27484,JPY,11.01.2021
398,Теньге,0.067512,KZT,11.01.2021
410,Вона,0.026047,KRW,11.01.2021
484,Мексиканське песо,1.4354,MXN,11.01.2021
498,Молдовський лей,1.6444,MDL,11.01.2021
554,Новозеландський долар,20.6351,NZD,11.01.2021
578,Норвезька крона,3.3634,NOK,11.01.2021
643,Російський рубль,0.384,RUB,11.01.2021
682,Саудівський ріял,7.5394,SAR,11.01.2021
702,Сінгапурський долар,21.4799,SGD,11.01.2021
710,Ренд,1.8872,ZAR,11.01.2021
752,Шведська крона,3.4679,SEK,11.01.2021
756,Швейцарський франк,32.2608,CHF,11.01.2021
818,Єгипетський фунт,1.8027,EGP,11.01.2021
826,Фунт стерлінгів,38.5238,GBP,11.01.2021
840,Долар США,28.2847,USD,11.01.2021
933,Білоруський рубль,11.028,BYN,11.01.2021
944,Азербайджанський манат,16.6488,AZN,11.01.2021
946,Румунський лей,7.1654,RON,11.01.2021
949,Турецька ліра,3.8547,TRY,11.01.2021
960,СПЗ (спеціальні права запозичення),41.016,XDR,11.01.2021
975,Болгарський лев,17.8497,BGN,11.01.2021
978,Євро,34.909,EUR,11.01.2021
985,Злотий,7.7274,PLN,11.01.2021
12,Алжирський динар,0.21416,DZD,11.01.2021
50,Така,0.33343,BDT,11.01.2021
51,Вірменський драм,0.054105,AMD,11.01.2021
364,Іранський ріал,0.0006732,IRR,11.01.2021
368,Іракський динар,0.019366,IQD,11.01.2021
417,Сом,0.3421,KGS,11.01.2021
422,Ліванський фунт,0.018756,LBP,11.01.2021
434,Лівійський динар,21.1383,LYD,11.01.2021
458,Малайзійський ринггіт,7.0047,MYR,11.01.2021
504,Марокканський дирхам,3.1763,MAD,11.01.2021
704,Донг,0.0012244,VND,11.01.2021
764,Бат,0.9445,THB,11.01.2021
784,Дирхам ОАЕ,7.698,AED,11.01.2021
788,Туніський динар,10.5192,TND,11.01.2021
860,Узбецький сум,0.0026988,UZS,11.01.2021
901,Новий тайванський долар,1.006,TWD,11.01.2021
934,Туркменський новий манат,8.0785,TMT,11.01.2021
936,Ганське седі,4.8198,GHS,11.01.2021
941,Сербський динар,0.29536,RSD,11.01.2021
972,Сомоні,2.5022,TJS,11.01.2021
981,Ларі,8.6366,GEL,11.01.2021
986,Бразильський реал,5.4505,BRL,11.01.2021
959,Золото,54827.63,XAU,11.01.2021
961,Срібло,775.86,XAG,11.01.2021
962,Платина,31310.6,XPT,11.01.2021
964,Паладій,69952.02,XPD,11.01.2021
36,Австралійський долар,21.7056,AUD,12.01.2021
124,Канадський долар,22.0394,CAD,12.01.2021
156,Юань Женьміньбі,4.353,CNY,12.01.2021
191,Куна,4.5232,HRK,12.01.2021
203,Чеська крона,1.3051,CZK,12.01.2021
208,Данська крона,4.6096,DKK,12.01.2021
344,Гонконгівський долар,3.6367,HKD,12.01.2021
348,Форинт,0.094978,HUF,12.01.2021
356,Індійська рупія,0.38426,INR,12.01.2021
360,Рупія,0.0019963,IDR,12.01.2021
376,Новий ізраїльський шекель,8.8669,ILS,12.01.2021
392,Єна,0.27048,JPY,12.01.2021
398,Теньге,0.067243,KZT,12.01.2021
410,Вона,0.025697,KRW,12.01.2021
484,Мексиканське песо,1.3951,MXN,12.01.2021
498,Молдовський лей,1.6398,MDL,12.01.2021
554,Новозеландський долар,20.2546,NZD,12.01.2021
578,Норвезька крона,3.3046,NOK,12.01.2021
643,Російський рубль,0.37736,RUB,12.01.2021
682,Саудівський ріял,7.5174,SAR,12.01.2021
702,Сінгапурський долар,21.1915,SGD,12.01.2021
710,Ренд,1.8194,ZAR,12.01.2021
752,Шведська крона,3.4019,SEK,12.01.2021
756,Швейцарський франк,31.6363,CHF,12.01.2021
818,Єгипетський фунт,1.8021,EGP,12.01.2021
826,Фунт стерлінгів,37.9736,GBP,12.01.2021
840,Долар США,28.2038,USD,12.01.2021
933,Білоруський рубль,10.9207,BYN,12.01.2021
944,Азербайджанський манат,16.6022,AZN,12.01.2021
946,Румунський лей,7.0379,RON,12.01.2021
949,Турецька ліра,3.7704,TRY,12.01.2021
960,СПЗ (спеціальні права запозичення),40.5974,XDR,12.01.2021
975,Болгарський лев,17.5342,BGN,12.01.2021
978,Євро,34.2817,EUR,12.01.2021
985,Злотий,7.5684,PLN,12.01.2021
12,Алжирський динар,0.21416,DZD,12.01.2021
50,Така,0.33343,BDT,12.01.2021
51,Вірменський драм,0.054105,AMD,12.01.2021
364,Іранський ріал,0.0006732,IRR,12.01.2021
368,Іракський динар,0.019366,IQD,12.01.2021
417,Сом,0.3421,KGS,12.01.2021
422,Ліванський фунт,0.018756,LBP,12.01.2021
434,Лівійський динар,21.1383,LYD,12.01.2021
458,Малайзійський ринггіт,7.0047,MYR,12.01.2021
504,Марокканський дирхам,3.1763,MAD,12.01.2021
704,Донг,0.0012244,VND,12.01.2021
764,Бат,0.9445,THB,12.01.2021
784,Дирхам ОАЕ,7.698,AED,12.01.2021
788,Туніський динар,10.5192,TND,12.01.2021
860,Узбецький сум,0.0026988,UZS,12.01.2021
901,Новий тайванський долар,1.006,TWD,12.01.2021
934,Туркменський новий манат,8.0785,TMT,12.01.2021
936,Ганське седі,4.8198,GHS,12.01.2021
941,Сербський динар,0.29536,RSD,12.01.2021
972,Сомоні,2.5022,TJS,12.01.2021
981,Ларі,8.6366,GEL,12.01.2021
986,Бразильський реал,5.4505,BRL,12.01.2021
959,Золото,51874.97,XAU,12.01.2021
961,Срібло,700.05,XAG,12.01.2021
962,Платина,29111.4,XPT,12.01.2021
964,Паладій,66468.46,XPD,12.01.2021
36,Австралійський долар,21.6473,AUD,13.01.2021
124,Канадський долар,21.9805,CAD,13.01.2021
156,Юань Женьміньбі,4.3395,CNY,13.01.2021
191,Куна,4.4961,HRK,13.01.2021
203,Чеська крона,1.3016,CZK,13.01.2021
208,Данська крона,4.5814,DKK,13.01.2021
344,Гонконгівський долар,3.6166,HKD,13.01.2021
348,Форинт,0.094667,HUF,13.01.2021
356,Індійська рупія,0.38287,INR,13.01.2021
360,Рупія,0.0019842,IDR,13.01.2021
376,Новий ізраїльський шекель,8.8725,ILS,13.01.2021
392,Єна,0.26901,JPY,13.01.2021
398,Теньге,0.066776,KZT,13.01.2021
410,Вона,0.025502,KRW,13.01.2021
484,Мексиканське песо,1.402,MXN,13.01.2021
498,Молдовський лей,1.6304,MDL,13.01.2021
554,Новозеландський долар,20.1118,NZD,13.01.2021
578,Норвезька крона,3.2875,NOK,13.01.2021
643,Російський рубль,0.37808,RUB,13.01.2021
682,Саудівський ріял,7.4753,SAR,13.01.2021
702,Сінгапурський долар,21.1126,SGD,13.01.2021
710,Ренд,1.8185,ZAR,13.01.2021
752,Шведська крона,3.3792,SEK,13.01.2021
756,Швейцарський франк,31.5212,CHF,13.01.2021
818,Єгипетський фунт,1.7888,EGP,13.01.2021
826,Фунт стерлінгів,38.1229,GBP,13.01.2021
840,Долар США,28.046,USD,13.01.2021
933,Білоруський рубль,10.8828,BYN,13.01.2021
944,Азербайджанський манат,16.5093,AZN,13.01.2021
946,Румунський лей,6.9958,RON,13.01.2021
949,Турецька ліра,3.7389,TRY,13.01.2021
960,СПЗ (спеціальні права запозичення),40.4087,XDR,13.01.2021
975,Болгарський лев,17.4264,BGN,13.01.2021
978,Євро,34.0787,EUR,13.01.2021
985,Злотий,7.5322,PLN,13.01.2021
12,Алжирський динар,0.21416,DZD,13.01.2021
50,Така,0.33343,BDT,13.01.2021
51,Вірменський драм,0.054105,AMD,13.01.2021
364,Іранський ріал,0.0006732,IRR,13.01.2021
368,Іракський динар,0.019366,IQD,13.01.2021
417,Сом,0.3421,KGS,13.01.2021
422,Ліванський фунт,0.018756,LBP,13.01.2021
434,Лівійський динар,21.1383,LYD,13.01.2021
458,Малайзійський ринггіт,7.0047,MYR,13.01.2021
504,Марокканський дирхам,3.1763,MAD,13.01.2021
704,Донг,0.0012244,VND,13.01.2021
764,Бат,0.9445,THB,13.01.2021
784,Дирхам ОАЕ,7.698,AED,13.01.2021
788,Туніський динар,10.5192,TND,13.01.2021
860,Узбецький сум,0.0026988,UZS,13.01.2021
901,Новий тайванський долар,1.006,TWD,13.01.2021
934,Туркменський новий манат,8.0785,TMT,13.01.2021
936,Ганське седі,4.8198,GHS,13.01.2021
941,Сербський динар,0.29536,RSD,13.01.2021
972,Сомоні,2.5022,TJS,13.01.2021
981,Ларі,8.6366,GEL,13.01.2021
986,Бразильський реал,5.4505,BRL,13.01.2021
959,Золото,51892.39,XAU,13.01.2021
961,Срібло,706.76,XAG,13.01.2021
962,Платина,29766.9,XPT,13.01.2021
964,Паладій,66788.18,XPD,13.01.2021
36,Австралійський долар,21.6366,AUD,14.01.2021
124,Канадський долар,21.9868,CAD,14.01.2021
156,Юань Женьміньбі,4.3226,CNY,14.01.2021
191,Куна,4.4897,HRK,14.01.2021
203,Чеська крона,1.3002,CZK,14.01.2021
208,Данська крона,4.5754,DKK,14.01.2021
344,Гонконгівський долар,3.6071,HKD,14.01.2021
348,Форинт,0.094463,HUF,14.01.2021
356,Індійська рупія,0.38235,INR,14.01.2021
360,Рупія,0.0019887,IDR,14.01.2021
376,Новий ізраїльський шекель,8.9089,ILS,14.01.2021
392,Єна,0.26918,JPY,14.01.2021
398,Теньге,0.066763,KZT,14.01.2021
410,Вона,0.025538,KRW,14.01.2021
484,Мексиканське песо,1.4101,MXN,14.01.2021
498,Молдовський лей,1.6228,MDL,14.01.2021
554,Новозеландський долар,20.0814,NZD,14.01.2021
578,Норвезька крона,3.2921,NOK,14.01.2021
643,Російський рубль,0.37911,RUB,14.01.2021
682,Саудівський ріял,7.4554,SAR,14.01.2021
702,Сінгапурський долар,21.0939,SGD,14.01.2021
710,Ренд,1.8278,ZAR,14.01.2021
752,Шведська крона,3.3525,SEK,14.01.2021
756,Швейцарський франк,31.4859,CHF,14.01.2021
818,Єгипетський фунт,1.7836,EGP,14.01.2021
826,Фунт стерлінгів,38.2608,GBP,14.01.2021
840,Долар США,27.9705,USD,14.01.2021
933,Білоруський рубль,10.8758,BYN,14.01.2021
944,Азербайджанський манат,16.4639,AZN,14.01.2021
946,Румунський лей,6.9855,RON,14.01.2021
949,Турецька ліра,3.7624,TRY,14.01.2021
960,СПЗ (спеціальні права запозичення),40.3453,XDR,14.01.2021
975,Болгарський лев,17.4022,BGN,14.01.2021
978,Євро,34.0373,EUR,14.01.2021
985,Злотий,7.5159,PLN,14.01.2021
12,Алжирський динар,0.21416,DZD,14.01.2021
50,Така,0.33343,BDT,14.01.2021
51,Вірменський драм,0.054105,AMD,14.01.2021
364,Іранський ріал,0.0006732,IRR,14.01.2021
368,Іракський динар,0.019366,IQD,14.01.2021
